Date,Price,Open,High,Low,Vol.,Change %
"Jan 19, 2017",23049.96,23104.35,23104.35,22941.96,1.17B,-0.21
"Jan 18, 2017",23098.26,22889.33,23151.75,22882.02,1.69B,1.13
"Jan 17, 2017",22840.97,22819.87,22867.84,22710.93,1.05B,0.54
"Jan 16, 2017",22718.15,22895.36,22908.86,22657.35,1.35B,-0.96
"Jan 13, 2017",22937.38,22879.57,22971.45,22859.28,1.41B,0.47
"Jan 12, 2017",22829.02,22956.44,22971.49,22751.67,1.50B,-0.46
"Jan 11, 2017",22935.35,22816.01,22944.58,22767.37,1.60B,0.84
"Jan 10, 2017",22744.85,22561.17,22744.85,22549.86,1.47B,0.83
"Jan 09, 2017",22558.69,22561.11,22626.43,22476.35,1.34B,0.25
"Jan 06, 2017",22503.01,22583.29,22605.66,22445.78,1.43B,0.21
"Jan 05, 2017",22456.69,22302.64,22483.01,22230.31,1.89B,1.46
"Jan 04, 2017",22134.47,22201.08,22228.06,22076.63,1.48B,-0.07
"Jan 03, 2017",22150.40,21993.36,22189.31,21883.82,1.34B,0.68
"Dec 30, 2016",22000.56,21818.91,22069.62,21818.91,2.47B,0.96
"Dec 29, 2016",21790.91,21591.04,21810.40,21587.07,1.93B,0.17
"Dec 28, 2016",21754.74,21562.70,21811.96,21488.82,2.24B,0.83
"Dec 23, 2016",21574.76,21553.78,21601.07,21491.83,1.83B,-0.28
"Dec 22, 2016",21636.20,21800.22,21822.18,21594.58,1.48B,-0.80
"Dec 21, 2016",21809.80,21770.89,21910.39,21755.85,1.24B,0.37
"Dec 20, 2016",21729.06,21767.61,21873.56,21667.19,1.34B,-0.47
"Dec 19, 2016",21832.68,21945.84,21955.94,21786.56,1.37B,-0.85
"Dec 16, 2016",22020.75,21996.38,22155.14,21965.68,1.96B,-0.18
"Dec 15, 2016",22059.40,22257.71,22305.07,21999.30,2.58B,-1.77
"Dec 14, 2016",22456.62,22596.71,22627.60,22456.62,1.88B,0.04
"Dec 13, 2016",22446.70,22407.62,22458.42,22292.65,1.78B,0.06
"Dec 12, 2016",22433.02,22860.27,22863.61,22375.58,2.08B,-1.44
"Dec 09, 2016",22760.98,22765.84,22813.85,22660.22,1.62B,-0.44
"Dec 08, 2016",22861.84,23027.38,23076.24,22817.32,1.76B,0.27
"Dec 07, 2016",22800.92,22805.13,22843.01,22708.88,1.14B,0.55
"Dec 06, 2016",22675.15,22694.27,22746.67,22625.32,1.30B,0.75
"Dec 05, 2016",22505.55,22580.75,22628.13,22375.28,1.68B,-0.26
"Dec 02, 2016",22564.82,22736.84,22756.01,22559.20,2.56B,-1.37
"Dec 01, 2016",22878.23,22948.65,23012.28,22837.53,2.19B,0.39
"Nov 30, 2016",22789.77,22842.36,22889.47,22755.00,2.13B,0.23
"Nov 29, 2016",22737.07,22739.51,22868.14,22724.59,1.75B,-0.41
"Nov 28, 2016",22830.57,22738.94,22964.02,22738.94,1.87B,0.47
"Nov 25, 2016",22723.45,22609.22,22764.34,22589.53,1.43B,0.51
"Nov 24, 2016",22608.49,22574.82,22647.38,22487.54,1.17B,-0.30
"Nov 23, 2016",22676.69,22702.41,22804.26,22640.95,1.82B,-0.01
"Nov 22, 2016",22678.07,22491.71,22719.42,22484.60,1.91B,1.43
