Date,Price,Open,High,Low,Vol.,Change %
"Dec 13, 2016",19250.52,19120.76,19253.51,19060.72,1.48B,0.50
"Dec 12, 2016",19155.03,19183.82,19280.93,19054.00,2.01B,0.84
"Dec 09, 2016",18996.37,18839.98,19042.48,18821.41,2.19B,1.23
"Dec 08, 2016",18765.47,18674.19,18765.47,18614.01,1.87B,1.45
"Dec 07, 2016",18496.69,18434.54,18502.47,18410.88,1.56B,0.74
"Dec 06, 2016",18360.54,18457.20,18484.80,18318.99,1.59B,0.47
"Dec 05, 2016",18274.99,18349.92,18365.74,18227.39,1.34B,-0.82
"Dec 02, 2016",18426.08,18435.55,18469.68,18315.38,1.97B,-0.47
"Dec 01, 2016",18513.12,18535.24,18746.28,18469.27,1.88B,1.12
"Nov 30, 2016",18308.48,18356.03,18370.31,18280.66,1.65B,0.01
"Nov 29, 2016",18307.04,18263.63,18327.51,18258.82,1.26B,-0.27
"Nov 28, 2016",18356.89,18302.58,18374.93,18222.82,1.45B,-0.13
"Nov 25, 2016",18381.22,18387.59,18482.94,18288.50,1.65B,0.26
"Nov 24, 2016",18333.41,18329.78,18382.72,18310.31,1.49B,0.94
"Nov 22, 2016",18162.94,18091.05,18175.63,18050.55,1.22B,0.31
"Nov 21, 2016",18106.02,18038.09,18129.03,18007.79,1.36B,0.77
"Nov 18, 2016",17967.41,18024.21,18043.72,17967.41,1.67B,0.59
"Nov 17, 2016",17862.63,17766.61,17884.06,17764.08,1.61B,0.00
"Nov 16, 2016",17862.21,17832.51,17886.44,17807.47,2.00B,1.10
"Nov 15, 2016",17668.15,17690.22,17727.58,17605.77,1.73B,-0.03
"Nov 14, 2016",17672.62,17467.49,17697.33,17455.78,1.65B,1.71
"Nov 11, 2016",17374.79,17526.61,17621.73,17333.49,2.49B,0.18
"Nov 10, 2016",17344.42,16562.86,17393.82,16560.66,2.29B,6.72
"Nov 09, 2016",16251.54,17281.95,17427.71,16111.81,2.75B,-5.36
"Nov 08, 2016",17171.38,17242.70,17247.04,17130.83,1.03B,-0.03
"Nov 07, 2016",17177.21,17126.03,17186.89,17056.84,1.13B,1.61
"Nov 04, 2016",16905.36,16964.50,16996.09,16801.98,1.35B,-1.34
"Nov 02, 2016",17134.68,17238.00,17283.60,17080.59,1.35B,-1.76
"Nov 01, 2016",17442.40,17380.54,17473.12,17339.64,1.23B,0.10
"Oct 31, 2016",17425.02,17360.89,17433.13,17327.62,1.57B,-0.12
"Oct 28, 2016",17446.41,17448.25,17461.03,17406.72,1.68B,0.63
